HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms
HGNC:4571	GRIA1	glutamate ionotropic receptor AMPA type subunit 1	GLUR1	GluA1, GLURA
HGNC:4572	GRIA2	glutamate ionotropic receptor AMPA type subunit 2	GLUR2	GluA2, GLURB
HGNC:4573	GRIA3	glutamate ionotropic receptor AMPA type subunit 3	GLUR3	GluA3, GLURC, MRX94
HGNC:4574	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	GLUR4	GluA4, GLURD
HGNC:4575	GRID1	glutamate ionotropic receptor delta type subunit 1		GluD1, KIAA1220
HGNC:44131	GRID1-AS1	GRID1 antisense RNA 1		
HGNC:4576	GRID2	glutamate ionotropic receptor delta type subunit 2		GluD2, GluR-delta-2
HGNC:18464	GRID2IP	Grid2 interacting protein		
HGNC:4577	GRIFIN	galectin-related inter-fiber protein		
HGNC:4579	GRIK1	glutamate ionotropic receptor kainate type subunit 1	GLUR5	GluK1
HGNC:16458	GRIK1-AS1	GRIK1 antisense RNA 1	C21orf9, NCRNA00110, GRIK1AS, GRIK1-AS	
HGNC:1282	GRIK1-AS2	GRIK1 antisense RNA 2	C21orf41, NCRNA00258	
HGNC:4580	GRIK2	glutamate ionotropic receptor kainate type subunit 2	GLUR6	GluK2, MRT6
HGNC:4581	GRIK3	glutamate ionotropic receptor kainate type subunit 3		GluK3, GLUR7
HGNC:4582	GRIK4	glutamate ionotropic receptor kainate type subunit 4	GRIK	GluK4, KA1
HGNC:4583	GRIK5	glutamate ionotropic receptor kainate type subunit 5	GRIK2	GluK5, KA2
HGNC:4578	GRIK~withdrawn	symbol withdrawn, see GRIK4		
HGNC:4584	GRIN1	glutamate ionotropic receptor NMDA type subunit 1	NMDAR1	GluN1
HGNC:4585	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	NMDAR2A	GluN2A
HGNC:4586	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	NMDAR2B	GluN2B
HGNC:4587	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	NMDAR2C	GluN2C
HGNC:4588	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	NMDAR2D	GluN2D, EB11, NR2D
HGNC:16767	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A		GluN3A
HGNC:16768	GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B		GluN3B
HGNC:4589	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1	NMDARA1	HNRGW, TMBIM3, LFG1
HGNC:18708	GRIP1	glutamate receptor interacting protein 1		
HGNC:23841	GRIP2	glutamate receptor interacting protein 2		KIAA1719
HGNC:18706	GRIPAP1	GRIP1 associated protein 1		GRASP-1, GRASP1, KIAA1167, MPMGp800B12492Q3, DKFZp434P0630
HGNC:10013	GRK1	G protein-coupled receptor kinase 1	RHOK	GPRK1, RK
HGNC:4543	GRK4	G protein-coupled receptor kinase 4	GPRK2L	GPRK4
HGNC:4544	GRK5	G protein-coupled receptor kinase 5	GPRK5	
HGNC:49478	GRK5-IT1	GRK5 intronic transcript 1		
HGNC:4545	GRK6	G protein-coupled receptor kinase 6	GPRK6	
HGNC:4547	GRK6P1	G protein-coupled receptor kinase 6 pseudogene 1	GPRK6L, GPRK6P, GRK6PS	
HGNC:17031	GRK7	G protein-coupled receptor kinase 7	GPRK7	
HGNC:4590	GRL~withdrawn	symbol withdrawn, see NR3C1		
HGNC:4593	GRM1	glutamate receptor, metabotropic 1		GPRC1A, mGlu1, MGLUR1, PPP1R85
HGNC:4594	GRM2	glutamate receptor, metabotropic 2		GPRC1B, mGlu2, MGLUR2
HGNC:4595	GRM3	glutamate receptor, metabotropic 3		GPRC1C, mGlu3, MGLUR3
HGNC:4596	GRM4	glutamate receptor, metabotropic 4		GPRC1D, mGlu4, MGLUR4
HGNC:4597	GRM5	glutamate receptor, metabotropic 5		MGLUR5, GPRC1E, mGlu5, PPP1R86
HGNC:40265	GRM5-AS1	GRM5 antisense RNA 1		
HGNC:4598	GRM6	glutamate receptor, metabotropic 6		GPRC1F, mGlu6, MGLUR6, CSNB1B
HGNC:4599	GRM7	glutamate receptor, metabotropic 7		GLUR7, GPRC1G, mGlu7, MGLUR7, PPP1R87
HGNC:40267	GRM7-AS1	GRM7 antisense RNA 1		
HGNC:40266	GRM7-AS2	GRM7 antisense RNA 2		
HGNC:42444	GRM7-AS3	GRM7 antisense RNA 3		
HGNC:4600	GRM8	glutamate receptor, metabotropic 8		GLUR8, GPRC1H, mGlu8, MGLUR8
HGNC:4601	GRN	granulin		PCDGF, PGRN, CLN11
HGNC:4605	GRP	gastrin releasing peptide		
HGNC:4608	GRP78~withdrawn	symbol withdrawn, see HSPA5		
HGNC:19696	GRPEL1	GrpE like 1, mitochondrial		FLJ25609, GrpE, hMGE
HGNC:21060	GRPEL2	GrpE like 2, mitochondrial		DKFZp451C205, Mt-GrpE#2, FLJ23713
HGNC:48999	GRPEL2-AS1	GRPEL2 antisense RNA 1		RP11-394O4.4
HGNC:41969	GRPEL2P1	GrpE like 2, mitochondrial pseudogene 1		
HGNC:41970	GRPEL2P2	GrpE like 2, mitochondrial pseudogene 2		
HGNC:41971	GRPEL2P3	GrpE like 2, mitochondrial pseudogene 3		
HGNC:4609	GRPR	gastrin releasing peptide receptor		BB2
HGNC:4610	GRSF1	G-rich RNA sequence binding factor 1		
HGNC:20310	GRTP1	growth hormone regulated TBC protein 1		FLJ22474, TBC1D6
HGNC:39917	GRTP1-AS1	GRTP1 antisense RNA 1		
HGNC:21270	GRWD1	glutamate-rich WD repeat containing 1		WDR28, GRWD, RRB1
HGNC:31673	GRXCR1	glutaredoxin and cysteine rich domain containing 1	DFNB25	PPP1R88
HGNC:33862	GRXCR2	glutaredoxin and cysteine rich domain containing 2		DFNB101
HGNC:30229	G0S2	G0/G1 switch 2		
HGNC:28042	GSAP	gamma-secretase activating protein	PION	LOC54103
HGNC:4611	GSAS~withdrawn	symbol withdrawn, see ALDH18A1		
HGNC:4612	GSC	goosecoid homeobox		
HGNC:4613	GSC2	goosecoid homeobox 2	GSCL	
HGNC:13311	GSDMA	gasdermin A	GSDM, GSDM1	FLJ39120
HGNC:23690	GSDMB	gasdermin B	GSDML	PRO2521
HGNC:7151	GSDMC	gasdermin C	MLZE	
HGNC:25697	GSDMD	gasdermin D	GSDMDC1	FLJ12150, DF5L
HGNC:28979	GSE1	Gse1 coiled-coil protein	KIAA0182	
HGNC:19716	GSG1	germ cell associated 1		MGC3146
HGNC:28283	GSG1L	GSG1-like		MGC18079, PRO19651, KTSR5831
HGNC:51826	GSG1L2	GSG1-like 2		
HGNC:19682	GSG2	germ cell associated 2 (haspin)		haspin
HGNC:4614	GSK1~withdrawn	entry withdrawn		
HGNC:4615	GSK2~withdrawn	entry withdrawn		
HGNC:4616	GSK3A	glycogen synthase kinase 3 alpha		
HGNC:4617	GSK3B	glycogen synthase kinase 3 beta		
HGNC:20343	GSKIP	GSK3B interacting protein	C14orf129	
HGNC:4618	GSL~withdrawn	symbol withdrawn, see CTSA		
HGNC:4619	GSM1	geniospasm 1		
HGNC:4620	GSN	gelsolin		DKFZp313L0718
HGNC:23372	GSN-AS1	GSN antisense RNA 1	C9orf31	MOST2
HGNC:4621	GSPT1	G1 to S phase transition 1		GST1, ETF3A, eRF3a
HGNC:4622	GSPT2	G1 to S phase transition 2		eRF3b, FLJ10441
HGNC:4623	GSR	glutathione reductase		
HGNC:4624	GSS	glutathione synthetase		
HGNC:4625	GST12~withdrawn	symbol withdrawn, see MGST1		
HGNC:4626	GSTA1	glutathione S-transferase alpha 1		
HGNC:4627	GSTA2	glutathione S-transferase alpha 2	GST2	
HGNC:4628	GSTA3	glutathione S-transferase alpha 3		
HGNC:4629	GSTA4	glutathione S-transferase alpha 4		
HGNC:19662	GSTA5	glutathione S-transferase alpha 5		
HGNC:4630	GSTA6P	glutathione S-transferase alpha 6, pseudogene	GSTAP1	
HGNC:4631	GSTA7P	glutathione S-transferase alpha 7, pseudogene	GSTAP2	GSTAP6
HGNC:49903	GSTA8P	glutathione S-transferase alpha 8, pseudogene		GSTAP7
HGNC:49902	GSTA9P	glutathione S-transferase alpha 9, pseudogene		GSTAP4, GSTA4P
HGNC:49904	GSTA10P	glutathione S-transferase alpha 10, pseudogene		GSTAP2
HGNC:49905	GSTA11P	glutathione S-transferase alpha 11, pseudogene		GSTAP3
HGNC:49906	GSTA12P	glutathione S-transferase alpha 12, pseudogene		GSTAP5
HGNC:25806	GSTCD	glutathione S-transferase C-terminal domain containing		FLJ13273
HGNC:16906	GSTK1	glutathione S-transferase kappa 1		GST13
HGNC:4632	GSTM1	glutathione S-transferase mu 1	GST1	MU, H-B
HGNC:4634	GSTM2	glutathione S-transferase mu 2 (muscle)		GST4
HGNC:38009	GSTM2P1	glutathione S-transferase mu 2 (muscle) pseudogene 1		
HGNC:4635	GSTM3	glutathione S-transferase mu 3 (brain)		GST5
HGNC:16606	GSTM3P1	glutathione S-transferase mu 3 pseudogene 1	GSTM3P	dJ984P4.2
HGNC:38006	GSTM3P2	glutathione S-transferase mu 3 pseudogene 2		
HGNC:4636	GSTM4	glutathione S-transferase mu 4		
HGNC:4637	GSTM5	glutathione S-transferase mu 5		
HGNC:4633	GSTM5P1	glutathione S-transferase mu 5 pseudogene 1	GST1L, GSTM1L	
HGNC:13312	GSTO1	glutathione S-transferase omega 1		GSTTLp28, P28
HGNC:23064	GSTO2	glutathione S-transferase omega 2		
HGNC:23065	GSTO3P	glutathione S-transferase omega 3, pseudogene	GSTO3P1	
HGNC:4638	GSTP1	glutathione S-transferase pi 1	FAEES3, GST3	GSTP
HGNC:4640	GSTP1P1	glutathione S-transferase pi 1 pseudogene 1	GST3L, GSTPL, GSTPP	GSTP1P
HGNC:4639	GSTPL~withdrawn	symbol withdrawn, see GSTP1P1		
HGNC:4641	GSTT1	glutathione S-transferase theta 1		
HGNC:51839	GSTT1-AS1	GSTT1 antisense RNA 1		lncRNA-AS-GSTT1(1-72), lncRNA-CD244, lncRNA-BC050410
HGNC:4642	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)		
HGNC:33437	GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene)		GSTT2P
HGNC:26930	GSTTP1	glutathione S-transferase theta pseudogene 1		HS322B1A
HGNC:33606	GSTTP2	glutathione S-transferase theta pseudogene 2		
HGNC:4643	GSTZ1	glutathione S-transferase zeta 1		GSTZ1-1, MAAI, MAI
HGNC:20374	GSX1	GS homeobox 1	GSH1	Gsh-1
HGNC:24959	GSX2	GS homeobox 2		Gsh2
HGNC:4644	GTA~withdrawn	entry withdrawn		
HGNC:4645	GTBP~withdrawn	symbol withdrawn, see MSH6		
HGNC:20887	GTDC1	glycosyltransferase like domain containing 1		FLJ11753, Hmat-Xa
HGNC:4646	GTF2A1	general transcription factor IIA 1		TFIIA
HGNC:30727	GTF2A1L	general transcription factor IIA 1 like		ALF
HGNC:4647	GTF2A2	general transcription factor IIA 2		TFIIA, HsT18745
HGNC:4648	GTF2B	general transcription factor IIB		TFIIB
HGNC:4649	GTF2D1~withdrawn	symbol withdrawn, see TBP		
HGNC:4650	GTF2E1	general transcription factor IIE subunit 1		TFIIE-A, FE
HGNC:4651	GTF2E2	general transcription factor IIE subunit 2		TFIIE-B, FE, TF2E2
HGNC:4652	GTF2F1	general transcription factor IIF subunit 1		TFIIF, BTF4, RAP74, TF2F1
HGNC:4653	GTF2F2	general transcription factor IIF subunit 2		TFIIF, BTF4, RAP30
HGNC:4654	GTF2F2P1	general transcription factor IIF subunit 2 pseudogene 1	GTF2F2L	TFIIF
HGNC:39092	GTF2F2P2	general transcription factor IIF subunit 2 pseudogene 2		
HGNC:4655	GTF2H1	general transcription factor IIH subunit 1		BTF2, P62, TFIIH
HGNC:4656	GTF2H2	general transcription factor IIH subunit 2		BTF2, TFIIH, BTF2P44, T-BTF2P44, p44
HGNC:31393	GTF2H2B	general transcription factor IIH subunit 2B (pseudogene)		DKFZP686M0199
HGNC:31394	GTF2H2C	GTF2H2 family member C		
HGNC:35418	GTF2H2C_2	GTF2H2 family member C, copy 2	GTF2H2D	LOC730394
HGNC:4657	GTF2H3	general transcription factor IIH subunit 3		BTF2, TFIIH, P34
HGNC:4658	GTF2H4	general transcription factor IIH subunit 4		TFB2, TFIIH, P52
HGNC:21157	GTF2H5	general transcription factor IIH subunit 5	C6orf175, TTD	FLJ30544, bA120J8.2, TTD-A, TFB5, TFIIH, TTDA
HGNC:4659	GTF2I	general transcription factor IIi	WBSCR6	TFII-I, BAP-135, SPIN, BTKAP1, DIWS, IB291
HGNC:4660	GTF2IP1	general transcription factor IIi pseudogene 1	WBSCR7	
HGNC:16082	GTF2IP2	general transcription factor IIi pseudogene 2		
HGNC:42640	GTF2IP3	general transcription factor IIi pseudogene 3		
HGNC:51716	GTF2IP4	general transcription factor IIi pseudogene 4		
HGNC:51717	GTF2IP5	general transcription factor IIi pseudogene 5		
HGNC:51718	GTF2IP6	general transcription factor IIi pseudogene 6		
HGNC:51720	GTF2IP7	general transcription factor IIi pseudogene 7		
HGNC:51719	GTF2IP8	general transcription factor IIi pseudogene 8		
HGNC:51721	GTF2IP9	general transcription factor IIi pseudogene 9		
HGNC:51722	GTF2IP10	general transcription factor IIi pseudogene 10		
HGNC:51724	GTF2IP11	general transcription factor IIi pseudogene 11		
HGNC:51723	GTF2IP12	general transcription factor IIi pseudogene 12		
HGNC:51725	GTF2IP13	general transcription factor IIi pseudogene 13		
HGNC:51726	GTF2IP14	general transcription factor IIi pseudogene 14		
HGNC:51727	GTF2IP15	general transcription factor IIi pseudogene 15		
HGNC:51728	GTF2IP16	general transcription factor IIi pseudogene 16		
HGNC:51729	GTF2IP17	general transcription factor IIi pseudogene 17		
HGNC:51730	GTF2IP18	general transcription factor IIi pseudogene 18		
HGNC:51731	GTF2IP19	general transcription factor IIi pseudogene 19		
HGNC:51732	GTF2IP20	general transcription factor IIi pseudogene 20		
HGNC:51733	GTF2IP21	general transcription factor IIi pseudogene 21		
HGNC:51734	GTF2IP22	general transcription factor IIi pseudogene 22		
HGNC:51735	GTF2IP23	general transcription factor IIi pseudogene 23		
HGNC:4661	GTF2IRD1	GTF2I repeat domain containing 1	WBSCR11	MusTRD1, RBAP2, GTF3, WBSCR12, BEN, Cream1
HGNC:44136	GTF2IRD1P1	GTF2I repeat domain containing 1 pseudogene 1		
HGNC:30775	GTF2IRD2	GTF2I repeat domain containing 2		FLJ37938, GTF2IRD2A
HGNC:33125	GTF2IRD2B	GTF2I repeat domain containing 2B		
HGNC:33127	GTF2IRD2P1	GTF2I repeat domain containing 2 pseudogene 1	GTF2IRD2P	
HGNC:4662	GTF3A	general transcription factor IIIA		TFIIIA, AP2
HGNC:49744	GTF3AP1	general transcription factor IIIA pseudogene 1		
HGNC:49745	GTF3AP2	general transcription factor IIIA pseudogene 2		
HGNC:49746	GTF3AP3	general transcription factor IIIA pseudogene 3		
HGNC:49747	GTF3AP4	general transcription factor IIIA pseudogene 4		
HGNC:49748	GTF3AP5	general transcription factor IIIA pseudogene 5		
HGNC:49749	GTF3AP6	general transcription factor IIIA pseudogene 6		
HGNC:11549	GTF3BAP1~withdrawn	entry withdrawn		
HGNC:11550	GTF3BAP2~withdrawn	entry withdrawn		
HGNC:11552	GTF3BAP3~withdrawn	entry withdrawn		
HGNC:4663	GTF3B~withdrawn	symbol withdrawn, see BRF1		
HGNC:4664	GTF3C1	general transcription factor IIIC subunit 1		TFIIIC220
HGNC:4665	GTF3C2	general transcription factor IIIC subunit 2		KIAA0011, TFIIIC110
HGNC:40269	GTF3C2-AS1	GTF3C2 antisense RNA 1		
HGNC:4666	GTF3C3	general transcription factor IIIC subunit 3		TFiiiC2-102, TFIIIC102
HGNC:4667	GTF3C4	general transcription factor IIIC subunit 4		TFIIIC90, KAT12
HGNC:4668	GTF3C5	general transcription factor IIIC subunit 5		TFiiiC2-63, TFIIIC63, TFIIICepsilon
HGNC:20872	GTF3C6	general transcription factor IIIC subunit 6	C6orf51	bA397G5.3, TFIIIC35
HGNC:4669	GTPBP1	GTP binding protein 1		GP-1, HSPC018
HGNC:4670	GTPBP2	GTP binding protein 2		
HGNC:14880	GTPBP3	GTP binding protein 3 (mitochondrial)		MSS1, THDF1, GTPBG3, MTGP1, FLJ14700
HGNC:21535	GTPBP4	GTP binding protein 4		CRFG, NGB, FLJ10690, FLJ10686, NOG1
HGNC:30189	GTPBP6	GTP binding protein 6 (putative)		PGPL, FLJ20977
HGNC:25007	GTPBP8	GTP-binding protein 8 (putative)		HSPC135
HGNC:25106	GTPBP10	GTP-binding protein 10 (putative)		DKFZP686A10121, FLJ38242
HGNC:4671	GTS	Gilles de la Tourette syndrome		
HGNC:18406	GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1 (non-protein coding)		
HGNC:13698	GTSE1	G2 and S-phase expressed 1		GTSE-1, B99
HGNC:27163	GTSE1-AS1	GTSE1 antisense RNA 1 (head to head)		
HGNC:26565	GTSF1	gametocyte specific factor 1	FAM112B	FLJ32942
HGNC:16198	GTSF1L	gametocyte specific factor 1-like	C20orf65, FAM112A	dJ1028D15.4
HGNC:4672	GUC1A2~withdrawn	symbol withdrawn, see GUCY1A2		
HGNC:4673	GUC1A3~withdrawn	symbol withdrawn, see GUCY1A3		
HGNC:4674	GUC1A4~withdrawn	symbol withdrawn, see GUCY2D		
HGNC:4675	GUC1B3~withdrawn	symbol withdrawn, see GUCY1B3		
HGNC:4676	GUC2C~withdrawn	symbol withdrawn, see GUCY2C		
HGNC:4677	GUC2D~withdrawn	symbol withdrawn, see GUCY2D		
HGNC:4678	GUCA1A	guanylate cyclase activator 1A	GUCA, GUCA1, C6orf131	GCAP, GCAP1, COD3, dJ139D8.6, CORD14
HGNC:4679	GUCA1B	guanylate cyclase activator 1B		GCAP2, RP48
HGNC:4680	GUCA1C	guanylate cyclase activator 1C		GCAP3
HGNC:4682	GUCA2A	guanylate cyclase activator 2A	GUCA2	STARA
HGNC:4683	GUCA2B	guanylate cyclase activator 2B		
HGNC:4681	GUCA2~withdrawn	symbol withdrawn, see GUCA2A		
HGNC:14237	GUCD1	guanylyl cyclase domain containing 1	C22orf13	MGC1842, LLN4
HGNC:4684	GUCY1A2	guanylate cyclase 1, soluble, alpha 2	GUC1A2	GC-SA2
HGNC:4685	GUCY1A3	guanylate cyclase 1, soluble, alpha 3	GUC1A3	GC-SA3
HGNC:4686	GUCY1B2	guanylate cyclase 1, soluble, beta 2 (pseudogene)		GC-SB2
HGNC:4687	GUCY1B3	guanylate cyclase 1, soluble, beta 3	GUC1B3	GC-SB3, GC-S-beta-1
HGNC:4688	GUCY2C	guanylate cyclase 2C	GUC2C	STAR
HGNC:4689	GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	CORD6, LCA, GUC2D, GUC1A4	retGC, RETGC-1, ROS-GC1, CYGD, LCA1
HGNC:4690	GUCY2EP	guanylate cyclase 2E, pseudogene	GUCY2E	GC-E
HGNC:4691	GUCY2F	guanylate cyclase 2F, retinal		GUC2DL, GC-F, RetGC-2, ROS-GC2, CYGF
HGNC:31863	GUCY2GP	guanylate cyclase 2G, pseudogene	GUCY2G	
HGNC:4692	GUD~withdrawn	symbol withdrawn, see WT1		
HGNC:25799	GUF1	GUF1 homolog, GTPase		FLJ13220
HGNC:4693	GUK1	guanylate kinase 1		
HGNC:4694	GUK2	guanylate kinase 2		
HGNC:4695	GULOP	gulonolactone (L-) oxidase, pseudogene		GULO, scurvy
HGNC:18649	GULP1	GULP, engulfment adaptor PTB domain containing 1		CED6, CED-6, GULP
HGNC:4696	GUSB	glucuronidase beta		
HGNC:13670	GUSBP1	glucuronidase, beta pseudogene 1		
HGNC:18792	GUSBP2	glucuronidase, beta pseudogene 2	SMAC3L2, GUSBL1	bA239L20.5, bA239L20.1, SMA3-L, bGLU-Lp, SMAC3L
HGNC:37301	GUSBP3	glucuronidase, beta pseudogene 3		
HGNC:18220	GUSBP4	glucuronidase, beta pseudogene 4	C6orf216, SMAC3L, GUSBL2	SMA3-L, FLJ13549
HGNC:42319	GUSBP5	glucuronidase, beta pseudogene 5		
HGNC:42320	GUSBP6	glucuronidase, beta pseudogene 6		
HGNC:42321	GUSBP7	glucuronidase, beta pseudogene 7		
HGNC:42322	GUSBP8	glucuronidase, beta pseudogene 8		
HGNC:42323	GUSBP9	glucuronidase, beta pseudogene 9		
HGNC:42324	GUSBP10	glucuronidase, beta pseudogene 10		
HGNC:42325	GUSBP11	glucuronidase, beta pseudogene 11		
HGNC:42326	GUSBP12	glucuronidase, beta pseudogene 12		
HGNC:4697	GUSM~withdrawn	entry withdrawn		
HGNC:25813	GVINP1	GTPase, very large interferon inducible pseudogene 1	GVIN1, GVIN1P	VLIG-1, FLJ13373, VLIG1
HGNC:38876	GVINP2	GTPase, very large interferon inducible pseudogene 2		
HGNC:31424	GVQW1	GVQW motif containing 1	TIGD1L2	bA205M20.5
HGNC:51715	GVQW2	GVQW motif containing 2		
HGNC:4698	GXP1~withdrawn	symbol withdrawn, see UBA1		
HGNC:27482	GXYLT1	glucoside xylosyltransferase 1	GLT8D3	FLJ43151
HGNC:39676	GXYLT1P1	glucoside xylosyltransferase 1 pseudogene 1		
HGNC:39677	GXYLT1P2	glucoside xylosyltransferase 1 pseudogene 2		
HGNC:50422	GXYLT1P3	glucoside xylosyltransferase 1 pseudogene 3		
HGNC:50423	GXYLT1P4	glucoside xylosyltransferase 1 pseudogene 4		
HGNC:50424	GXYLT1P5	glucoside xylosyltransferase 1 pseudogene 5		
HGNC:50425	GXYLT1P6	glucoside xylosyltransferase 1 pseudogene 6		
HGNC:33383	GXYLT2	glucoside xylosyltransferase 2	GLT8D4	
HGNC:4699	GYG1	glycogenin 1	GYG	
HGNC:39712	GYG1P1	glycogenin 1 pseudogene 1		
HGNC:39710	GYG1P2	glycogenin 1 pseudogene 2		
HGNC:39711	GYG1P3	glycogenin 1 pseudogene 3		
HGNC:4700	GYG2	glycogenin 2		GN-2
HGNC:40270	GYG2-AS1	GYG2 antisense RNA 1		
HGNC:4701	GYG2P1	glycogenin 2 pseudogene 1	GYG2P	
HGNC:39713	GYG2P2	glycogenin 2 pseudogene 2		
HGNC:16522	GYLTL1B	glycosyltransferase-like 1B		PP5656, FLJ35207, LARGE2
HGNC:4702	GYPA	glycophorin A (MNS blood group)	MNS	GPA, MN, CD235a
HGNC:4703	GYPB	glycophorin B (MNS blood group)	MNS	GPB, SS, CD235b
HGNC:4704	GYPC	glycophorin C (Gerbich blood group)		GPC, GYPD, Ge, CD236, CD236R
HGNC:4705	GYPE	glycophorin E (MNS blood group)		GPE, MNS
HGNC:4706	GYS1	glycogen synthase 1	GYS	GSY
HGNC:4707	GYS2	glycogen synthase 2		
HGNC:15808	GZF1	GDNF inducible zinc finger protein 1	ZNF336	dJ322G13.2, ZBTB23
HGNC:4708	GZMA	granzyme A	HFSP, CTLA3	
HGNC:44137	GZMAP1	granzyme A pseudogene 1		
HGNC:4709	GZMB	granzyme B	CTLA1, CSPB	CCPI, CGL-1, CSP-B, CGL1, CTSGL1, HLP, SECT
HGNC:4710	GZMH	granzyme H	CTSGL2	CGL-2, CCP-X, CTLA1, CSP-C
HGNC:4711	GZMK	granzyme K		TRYP2, PRSS
HGNC:4712	GZMM	granzyme M		MET1, LMET1
HGNC:4714	H1F0	H1 histone family member 0	H1FV	H10
HGNC:24893	H1FNT	H1 histone family member N, testis specific		HANP1, H1T2
HGNC:18463	H1FOO	H1 histone family member O, oocyte specific		
HGNC:4721	H1FV~withdrawn	symbol withdrawn, see H1F0		
HGNC:4722	H1FX	H1 histone family member X		MGC15959, MGC8350, H1X
HGNC:27953	H1FX-AS1	H1FX antisense RNA 1	C3orf47	FLJ34151
HGNC:22516	H2AFB1	H2A histone family member B1		
HGNC:18298	H2AFB2	H2A histone family member B2		
HGNC:14455	H2AFB3	H2A histone family member B3	H2AFB	
HGNC:14456	H2AFJ	H2A histone family member J		FLJ10903, MGC921
HGNC:4731	H2AFK~withdrawn	symbol withdrawn, see HIST1H2APS4		
HGNC:20664	H2AFV	H2A histone family member V	H2AV	MGC10170, MGC10831, MGC1947
HGNC:31026	H2AFVP1	H2A histone family member V pseudogene 1	H2AFVP	HsT19970
HGNC:4739	H2AFX	H2A histone family member X	H2AX	
HGNC:4740	H2AFY	H2A histone family member Y		macroH2A1.2
HGNC:14453	H2AFY2	H2A histone family member Y2		macroH2A2
HGNC:4741	H2AFZ	H2A histone family member Z	H2AZ	H2A.Z
HGNC:4742	H2AFZP1	H2A histone family member Z pseudogene 1	H2AFZP	
HGNC:32279	H2AFZP2	H2A histone family member Z pseudogene 2		
HGNC:38013	H2AFZP3	H2A histone family member Z pseudogene 3		
HGNC:38015	H2AFZP4	H2A histone family member Z pseudogene 4		
HGNC:38018	H2AFZP5	H2A histone family member Z pseudogene 5		
HGNC:38019	H2AFZP6	H2A histone family member Z pseudogene 6		
HGNC:4743	H2AX~withdrawn	symbol withdrawn, see H2AFX		
HGNC:4744	H2AZ~withdrawn	symbol withdrawn, see H2AFZ		
HGNC:4723	H2A~withdrawn	symbol withdrawn, see HIST2H2AC		
HGNC:27867	H2BFM	H2B histone family member M		
HGNC:4759	H2BFO~withdrawn	symbol withdrawn, see HIST2H2BD		
HGNC:4762	H2BFS	H2B histone family member S (pseudogene)		
HGNC:27252	H2BFWT	H2B histone family member W, testis specific		
HGNC:25757	H2BFXP	H2B histone family member X, pseudogene		
HGNC:4745	H2B~withdrawn	symbol withdrawn, see HIST2H2BE		
HGNC:4763	H3F2~withdrawn	symbol withdrawn, see HIST2H3C		
HGNC:4764	H3F3A	H3 histone, family 3A	H3F3	H3.3A
HGNC:31028	H3F3AP1	H3 histone, family 3A pseudogene 1		HsT18159
HGNC:19823	H3F3AP2	H3 histone, family 3A pseudogene 2		H3F3CP
HGNC:42873	H3F3AP3	H3 histone, family 3A pseudogene 3		p18
HGNC:42980	H3F3AP4	H3 histone, family 3A, pseudogene 4		p13
HGNC:42981	H3F3AP5	H3 histone, family 3A, pseudogene 5		
HGNC:42982	H3F3AP6	H3 histone, family 3A, pseudogene 6		p21
HGNC:4765	H3F3B	H3 histone, family 3B (H3.3B)		H3.3B
HGNC:42030	H3F3BP1	H3 histone, family 3B (H3.3B) pseudogene 1		
HGNC:42979	H3F3BP2	H3 histone, family 3B (H3.3B) pseudogene 2		
HGNC:33164	H3F3C	H3 histone, family 3C		H3.5
HGNC:4777	H3FM~withdrawn	symbol withdrawn, see HIST2H3C		
HGNC:4779	H4F2~withdrawn	symbol withdrawn, see HIST2H4A		
HGNC:4780	H4F3~withdrawn	entry withdrawn		
HGNC:4795	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	GDH	
HGNC:4713	H19	H19, imprinted maternally expressed transcript (non-protein coding)		D11S813E, ASM, ASM1, NCRNA00008, LINC00008
HGNC:4796	HAAO	3-hydroxyanthranilate 3,4-dioxygenase		
HGNC:4797	HABP1~withdrawn	symbol withdrawn, see C1QBP		
HGNC:4798	HABP2	hyaluronan binding protein 2		HABP, PHBP, HGFAL, FSAP
HGNC:17062	HABP4	hyaluronan binding protein 4		IHABP4, SERBP1L
HGNC:9639	HACD1	3-hydroxyacyl-CoA dehydratase 1	PTPLA	CAP
HGNC:9640	HACD2	3-hydroxyacyl-CoA dehydratase 2	PTPLB	
HGNC:24175	HACD3	3-hydroxyacyl-CoA dehydratase 3	PTPLAD1	B-ind1, HSPC121
HGNC:20920	HACD4	3-hydroxyacyl-CoA dehydratase 4	PTPLAD2	Em:AL662879.1, OTTHUMG00000021016
HGNC:21033	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1		KIAA1320
